parent_sample	focus_sample	first_degree_neighbor_sample
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est32M_UMEND_seqtk_seed_3920	THR29_0802_S01
TH_Eval_015	TH_Eval_015_est10M_UMEND_seqtk_seed_2684	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est10M_UMEND_seqtk_seed_2684	THR14_0298_S01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-02-0055-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-06-0171-02
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-06-0190-02
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-06-5410-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-19-4065-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-28-2513-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est44M_UMEND_seqtk_seed_6556	THR14_0298_S01
TH_Eval_014	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est1M_UMEND_seqtk_seed_2771	THR29_0752_S01
TH_Eval_015	TH_Eval_015_est24M_UMEND_seqtk_seed_4424	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est24M_UMEND_seqtk_seed_4424	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est24M_UMEND_seqtk_seed_4424	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est24M_UMEND_seqtk_seed_4424	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est24M_UMEND_seqtk_seed_4424	THR14_0298_S01
TH_Eval_019	TH_Eval_019_est12M_UMEND_seqtk_seed_3737	TH03_0018_S01
TH_Eval_019	TH_Eval_019_est12M_UMEND_seqtk_seed_3737	TH03_0018_S02
TH_Eval_019	TH_Eval_019_est12M_UMEND_seqtk_seed_3737	THR32_0941_S01
TH_Eval_019	TH_Eval_019_est12M_UMEND_seqtk_seed_3737	THR32_0946_S01
TH_Eval_019	TH_Eval_019_est12M_UMEND_seqtk_seed_3737	THR32_0949_S01
TH_Eval_015	TH_Eval_015_est28M_UMEND_seqtk_seed_5510	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est28M_UMEND_seqtk_seed_5510	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est28M_UMEND_seqtk_seed_5510	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est28M_UMEND_seqtk_seed_5510	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est28M_UMEND_seqtk_seed_5510	THR14_0298_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TCGA-N5-A4R8-01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TCGA-N7-A4Y5-01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TH03_0006_S03
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR28_0686_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR28_0687_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0724_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0727_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0730_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0732_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0738_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0741_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0743_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0755_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0758_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0759_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0761_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0762_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0764_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0765_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0768_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0773_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0781_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0790_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0792_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0793_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0795_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0799_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0800_S01
TH_Eval_014	TH_Eval_014_est20M_UMEND_seqtk_seed_2226	THR29_0802_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	TH27_1164_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	TH27_1164_S02
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	TH34_1163_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR28_0688_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0722_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0725_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0728_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0729_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0731_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0733_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0735_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0736_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0745_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0746_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0747_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0748_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0749_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0750_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0752_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0763_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0766_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0770_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0776_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0778_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0779_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0783_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0784_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0785_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0786_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0789_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0791_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0798_S01
TH_Eval_014	TH_Eval_014_est4M_UMEND_seqtk_seed_5411	THR29_0800_S01
TH_Eval_015	TH_Eval_015_est20M_UMEND_seqtk_seed_3732	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est20M_UMEND_seqtk_seed_3732	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est20M_UMEND_seqtk_seed_3732	THR14_0298_S01
TH_Eval_019	TH_Eval_019_est10M_UMEND_seqtk_seed_7610	TH03_0018_S01
TH_Eval_019	TH_Eval_019_est10M_UMEND_seqtk_seed_7610	TH03_0018_S02
TH_Eval_019	TH_Eval_019_est10M_UMEND_seqtk_seed_7610	THR32_0941_S01
TH_Eval_019	TH_Eval_019_est10M_UMEND_seqtk_seed_7610	THR32_0949_S01
TH_Eval_015	TH_Eval_015_est1M_UMEND_seqtk_seed_7173	THR14_0298_S01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-02-0055-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-06-0130-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-06-0171-02
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-06-0190-02
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-06-0644-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-06-5410-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-12-0619-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-19-4065-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-28-2513-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	TCGA-HT-7882-01
TH_Eval_015	TH_Eval_015_est48M_UMEND_seqtk_seed_7023	THR14_0298_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-28-5218-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-3U-A98G-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-D3-A8GE-06
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-DX-A3UA-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-DX-A6BG-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-DX-AB2L-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-ER-A19D-06
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-ER-A2NC-06
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-MB-A8JL-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-QQ-A8VG-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-W3-A828-06
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TCGA-Z4-A8JB-01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH03_0159_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH03_0159_S02
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH03_0296_S03
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH06_0646_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH27_1271_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH27_1272_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH27_1272_S02
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH27_1354_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	TH27_1404_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR25_0643_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR30_0852_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0887_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0892_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0893_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0896_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0915_S01
TH_Eval_018	TH_Eval_018_est10M_UMEND_seqtk_seed_4041	THR31_0916_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TARGET-40-0A4I5B-01A-01R
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-06-0190-02
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-28-5218-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-3U-A98G-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-3U-A98I-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-A8-A08H-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-BH-A6R9-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-D3-A1Q4-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-D3-A1Q8-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-D3-A2JA-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-D3-A8GE-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-A3LS-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-A3UA-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-A6BG-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-A8BV-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-AB2L-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-AB2P-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-DX-AB2T-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-ER-A19D-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-ER-A2NC-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-FS-A1ZH-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-FX-A3NK-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-GN-A266-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-MB-A8JL-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-QQ-A8VD-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-QQ-A8VG-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-SG-A6Z4-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-TS-A7P3-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-VT-A80J-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-W3-A828-06
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TCGA-Z4-A8JB-01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH03_0027_S03
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH03_0159_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH03_0159_S02
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH03_0296_S03
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH06_0625_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH06_0626_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH06_0633_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH06_0634_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH06_0646_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1271_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1272_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1272_S02
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1273_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1353_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1354_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	TH27_1404_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR15_0356_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR25_0639_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR25_0643_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR29_0748_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR29_0778_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR29_0779_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR30_0852_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0887_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0892_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0893_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0895_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0896_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0915_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_0916_S01
TH_Eval_018	TH_Eval_018_est44M_UMEND_seqtk_seed_3778	THR31_1391_S01
TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541	THR17_0387_S01
TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541	THR17_0388_S01
TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541	THR17_0389_S01
TH_Eval_016	TH_Eval_016_est50M_UMEND_seqtk_seed_3541	THR17_0390_S01
